"","Soil.Order","Great.Group","Subgroup","Series","Horizon","Qmax.mg.kg","k.L.mg","Clay.per","Fed.g.kg","pH","OC.mg.kg","X","Database","County..State","Latitude","Longitude","Dataset","Alo.g.kg","Ald.g.kg","Alp.g.kg","Feo.g.kg","Fep.g.kg","Caex.cmol.kg","Silt.per","Sand.per","MAT.C","MAP.mm","Elevation.m","Replicate","Depth.cm","BD.g.cm3","L.kg","Source.qmax","Source.k"
"101","Ultisol","Hapludults",NA,"Cuthbert","B/C",2199,0.105,27.1,14,4.3,2464,12,"CSiTE","Smith, TX",32.4916649,-95.476387,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"102","Ultisol","Hapludults",NA,"Cuthbert","1Bt",1637.04951492485,0.126011532966909,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Fitted","Fitted"
"103","Ultisol","Hapludults",NA,"Cuthbert","1B/C",2011.42422587009,0.180813470630268,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Fitted","Fitted"
"104","Alfisol","Epiaqualfs",NA,"Darien","Bt1",1730,0.061,26.4,20,4.6,2248,1,"NRCS","Crawford, PA",41.8386955,-80.4513092,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"105","Alfisol","Epiaqualfs",NA,"Darien","Bt2",524,0.085,25,17,6.7,2456,1,"NRCS","Crawford, PA",41.8386955,-80.4513092,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"106","Alfisol","Epiaqualfs",NA,"Darien","BC",1326,0.023,20.9,16,7.7,2355,1,"NRCS","Crawford, PA",41.8386955,-80.4513092,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"107","Alfisol","Epiaqualfs",NA,"Darien","C",666,0.018,23.4,15,7.7,2285,1,"NRCS","Crawford, PA",41.8386955,-80.4513092,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"108","Mollisol","Argiudolls",NA,"Dennis","Ba",941,0.078,29.7,24.3,4.8,6362,18,"SERDP","Labette, KS",37.0183334,-95.1208344,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"109","Mollisol","Endoaquolls",NA,"Drummer","A/Ba",2451,0.017,33.6,14.3,6.5,6100,61,"SERDP","Kane, IL",39.2,-90.3,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"110","Mollisol","Endoaquolls",NA,"Drummer","Bg/Btg1",3363,0.016,32.3,45,6.6,3119,61,"SERDP","Kane, IL",39.2,-90.3,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"111","Mollisol","Endoaquolls",NA,"Drummer","Btg1/Btg2",2117,0.026,18.2,17.8,6.5,2697,61,"SERDP","Kane, IL",39.2,-90.3,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"112","Mollisol","Endoaquolls",NA,"Drummer","75-100",1961.50570069149,0.0468038316776194,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Fitted","Fitted"
"113","Mollisol","Endoaquolls",NA,"Drummer",NA,581.75,0.03275,18,18,6.5,NA,61,"SERDP","Kane, IL",39.2,-90.3,"Jagadamma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"114","Mollisol","Endoaquolls",NA,"Drummer",NA,3363.31753940051,0.0156044764814938,32.26,45.03,6.59,NA,NA,NA,NA,39.2,-90.3,"Feng",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,"Reported","Reported"
"115","Mollisol","Argiustolls",NA,"Edalgo","3Bt",179,0.175,36.1,3,5.9,2036,41,"NRCS","Cloud, KS",39.3514404,-97.5938797,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"116","Ultisol","Paleduldults",NA,"Fullerton","B1",1189,0.032,29,8.9,3.9,1974,53,"Ridge","Blount, TN",35.7,-83.9,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"117","Ultisol","Paleduldults",NA,"Fullerton","B21t",3260,0.034,57.8,20.8,3.8,2267,53,"Ridge","Blount, TN",35.7,-83.9,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"118","Ultisol","Paleduldults",NA,"Fullerton","B22t",2971,0.071,69.1,24.2,3.8,974,53,"Ridge","Blount, TN",35.7,-83.9,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"119","Ultisol","Paleduldults",NA,"Fullerton","B3",3003,0.074,60.3,21.6,3.9,776,53,"Ridge","Blount, TN",35.7,-83.9,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"120","Ultisol","Hapludults",NA,"Gilpin","Bt1",1471,0.018,33.4,33,4.6,5385,10,NA,NA,37.6916667,-81.675,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"121","Ultisol","Hapludults",NA,"Gilpin","Bt2",1667,0.035,31.5,27,4.6,2385,10,NA,NA,37.6916667,-81.675,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"122",NA,NA,NA,NA,"Bg",323,0.2264,8.24209,2.935,5.933,2076.13,NA,NA,NA,53.99,-105.12,"Kothawala",0.3424,0.27017,0.19133,0.99467,0.414,2.84317,24.86562,66.8923,0.4,467,"629","1",NA,NA,10,"Reported","Reported"
"123",NA,NA,NA,NA,"Bg",425,0.2087,10,2.475,5.115,2933.26,NA,NA,NA,48.22,-82.16,"Kothawala",0.66,0.337,0.292,1.16,0.441,3.07324,53.41014,36.58986,NA,NA,"NA","1",NA,NA,10,"Reported","Reported"
"124",NA,NA,NA,NA,"Bg",128.049472762317,0.043766852450893,16.41642,4.125,5.531,4772,NA,NA,NA,48.22,-82.16,"Kothawala",0.8704,0.6265,0.358,1.248,0.466,6.56118,61.16116,22.42242,NA,NA,"NA","1",NA,NA,10,"Fitted","Fitted"
"125",NA,NA,NA,NA,"Bg",147.229701017718,0.015014756760054,11.34119,3.105,5.178,6055.01,NA,NA,NA,48.22,-82.16,"Kothawala",0.9096,0.463,0.452,1.084,0.637,5.26136,58.33068,30.32813,NA,NA,"NA","1",NA,NA,10,"Fitted","Fitted"
"126",NA,NA,NA,NA,"Bg",262,0.0346,14.53155,2.09,5.698,1681.9,NA,NA,NA,48.22,-82.16,"Kothawala",0.7712,0.275,0.262,1.024,0.258,4.21303,57.28784,28.18061,NA,NA,"NA","1",NA,NA,10,"Reported","Reported"
"127",NA,NA,NA,NA,"Bg",262,0.0346,14.53155,2.09,5.698,1681.9,NA,NA,NA,48.22,-82.16,"Kothawala",0.7712,0.275,0.262,1.024,0.258,4.21303,57.28784,28.18061,NA,NA,"NA","2",NA,NA,10,"Reported","Reported"
"128",NA,NA,NA,NA,"Bg",262,0.0346,14.53155,2.09,5.698,1681.9,NA,NA,NA,48.22,-82.16,"Kothawala",0.7712,0.275,0.262,1.024,0.258,4.21303,57.28784,28.18061,NA,NA,"NA","3",NA,NA,10,"Reported","Reported"
"129",NA,NA,NA,NA,"Bg",3784,8e-04,21.66138,3.1,7.036,4039.1,NA,NA,NA,48.22,-82.16,"Kothawala",0.94627,0.5925,0.14833,1.24667,0.22633,7.93749,43.79201,34.54661,NA,NA,"NA","3",NA,NA,10,"Reported","Reported"
"130",NA,NA,NA,NA,"Bg",187,0.1051,8.59223,1.46,5.726,8094.46,NA,NA,NA,48.22,-82.16,"Kothawala",0.7972,0.225,0.468,0.656,0.517,5.61489,46.46845,44.93932,NA,NA,"NA","1",NA,NA,10,"Reported","Reported"
"131",NA,NA,NA,NA,"Bg",187,0.1051,8.59223,1.46,5.726,8094.46,NA,NA,NA,48.22,-82.16,"Kothawala",0.7972,0.225,0.468,0.656,0.517,5.61489,46.46845,44.93932,NA,NA,"NA","2",NA,NA,10,"Reported","Reported"
"132",NA,NA,NA,NA,"Bg",187,0.1051,8.59223,1.46,5.726,8094.46,NA,NA,NA,48.22,-82.16,"Kothawala",0.7972,0.225,0.468,0.656,0.517,5.61489,46.46845,44.93932,NA,NA,"NA","3",NA,NA,10,"Reported","Reported"
"133",NA,NA,NA,NA,"Bg",339,0.0301,38.38063,1.855,7.145,5727.23,NA,NA,NA,48.22,-82.16,"Kothawala",0.4008,0.139,0.223,0.532,0.234,4.80014,8.39452,53.22485,NA,NA,"NA","1",NA,NA,10,"Reported","Reported"
"134",NA,NA,NA,NA,"Bg",339,0.0301,38.38063,1.855,7.145,5727.23,NA,NA,NA,48.22,-82.16,"Kothawala",0.4008,0.139,0.223,0.532,0.234,4.80014,8.39452,53.22485,NA,NA,"NA","3",NA,NA,10,"Reported","Reported"
"135",NA,NA,NA,NA,"Ah",268,0.0703,8.22653,2.44,7.556,23346.44,NA,NA,NA,48.22,-82.16,"Kothawala",0.2236,0.309,0.162,0.488,0.057,6.97947,64.51068,27.26279,NA,NA,"NA","1",NA,NA,10,"Reported","Reported"
"136",NA,NA,NA,NA,"Ah",268,0.0703,8.22653,2.44,7.556,23346.44,NA,NA,NA,48.22,-82.16,"Kothawala",0.2236,0.309,0.162,0.488,0.057,6.97947,64.51068,27.26279,NA,NA,"NA","3",NA,NA,10,"Reported","Reported"
"137",NA,NA,NA,NA,"Bg",387,0.016,11.71604,7.665,6.922,17788.2,NA,NA,NA,48.22,-82.16,"Kothawala",5.796,2.163,1.958,1.268,0.633,19.42223,59.12626,29.1577,NA,NA,"NA","1",NA,NA,10,"Reported","Reported"
"138",NA,NA,NA,NA,"Bg",387,0.016,11.71604,7.665,6.922,17788.2,NA,NA,NA,48.22,-82.16,"Kothawala",5.796,2.163,1.958,1.268,0.633,19.42223,59.12626,29.1577,NA,NA,"NA","2",NA,NA,10,"Reported","Reported"
"139",NA,NA,NA,NA,"Bg",387,0.016,11.71604,7.665,6.922,17788.2,NA,NA,NA,48.22,-82.16,"Kothawala",5.796,2.163,1.958,1.268,0.633,19.42223,59.12626,29.1577,NA,NA,"NA","3",NA,NA,10,"Reported","Reported"
"140","Alfisol","Eutroboralf","Glossic",NA,"Ah",322.782698968454,0.182979820108795,19,19.2,3.5,40000,NA,NA,NA,50.100059,12.186223,"Kaiser",3.5,NA,NA,9.6,NA,NA,NA,NA,6,650,NA,NA,"0-10",0.9,5,"Fitted","Fitted"
"141","Alfisol","Eutroboralf","Glossic",NA,"(Sw)Al",1831.50125577775,0.00581304581570576,16,18.1,4.5,20000,NA,NA,NA,50.100059,12.186223,"Kaiser",3.1,NA,NA,8.6,NA,NA,NA,NA,6,650,NA,NA,"10-33",1,5,"Fitted","Fitted"
"142","Alfisol","Eutroboralf","Glossic",NA,"II(Sw)Al",1102.96006622178,0.0124532367319691,16,17.8,4.9,6000,NA,NA,NA,50.100059,12.186223,"Kaiser",2.2,NA,NA,7.4,NA,NA,NA,NA,6,650,NA,NA,"33-45",1.3,5,"Fitted","Fitted"
"143","Alfisol","Fraglossudalfs",NA,"Grenada","Btx",1967,0.031,25.7,16.2,3.9,NA,62,"Milan","Gibson, TN",35.9,-88.8,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"144","Alfisol","Fraglossudalfs",NA,"Grenada","Bw2/E/Btx",2622,0.052,29.4,19.8,4.4,NA,62,"Milan","Gibson, TN",35.9,-88.8,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"145","Alfisol","Fraglossudalfs",NA,"Grenada","C",1937,0.092,23.2,17.7,5.2,NA,62,"Milan","Gibson, TN",35.9,-88.8,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"146","Mollisol","Argiustolls",NA,"Haxtun","Bk1",407,0.015,31.1,3.1,7.7,2548,2,"NRCS","Morgan, CO",40.4632759,-103.5596085,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"147","Mollisol","Argiustolls",NA,"Haxtun","Bk2",1079,0.01,21.1,2.9,7.8,2110,2,"NRCS","Morgan, CO",40.4632759,-103.5596085,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"148","Mollisol","Argiustolls",NA,"Haxtun","Bk3",1328,0.011,19.9,3.2,7.9,1794,2,"NRCS","Morgan, CO",40.4632759,-103.5596085,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"149","Mollisol","Argiustolls",NA,"Haxtun","C1",664,0.022,11.9,2,8.1,1541,2,"NRCS","Morgan, CO",40.4632759,-103.5596085,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"150","Ultisol","Kanhapludults",NA,"Hayesville","Bt1",4455,0.06,46.1,51,5.7,2181,22,NA,NA,35.5280571,-82.5794449,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"151","Ultisol","Kanhapludults",NA,"Hayesville","C1",2642,0.099,13.5,46,4.6,1624,22,NA,NA,35.5280571,-82.5794449,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"152","Ultisol","Kanhapludults",NA,"Hayesville","C3",1154,0.091,1.7,38,4.5,1560,22,NA,NA,35.5280571,-82.5794449,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"153","Ultisol","Paleduldults",NA,"Holston","B2",2665,0.122,19.7,8.9,4.7,2188,63,"Ridge","Anderson, TN",36.1,-84.2,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"154","Ultisol","Paleduldults",NA,"Holston","Bt2",2530,0.122,39.3,9.8,4.2,1817,63,"Ridge","Anderson, TN",36.1,-84.2,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"155","Ultisol","Hapludults",NA,"Jefferson","B1",1255,0.027,25.4,15.5,6.6,2741,64,"Ridge","Anderson, TN",36.1,-84.2,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"156","Ultisol","Hapludults",NA,"Jefferson","Bt1",1469,0.044,29.2,15.2,6.5,1986,64,"Ridge","Anderson, TN",36.1,-84.2,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
